Running time,Based on,Clean box office,Clean budget,English,Year,Covid-19,20th Century Fox,Other studio,Paramount Pictures,Sony Pictures Releasing,Streaming,Universal Pictures,Walt Disney Studios,Warner Bros. Pictures,Month,G,PG,PG-13,R,Part_of_franchise,Sci-fi,Biography,Documentary,Mystery & thriller,Drama,Holiday,Western,Horror,Fantasy,Action,Kids & family,Lgbtq+,War,Crime,Comedy,History,Music,Romance,Adventure,Animation,Musical,Lionsgate,Max_prev_box_office_director,Prev_box_office_actors,Avg_ratings_score_director,Median_main_genre_box_office,Weekly_budget_ratio,Previous_movie_box_office
113.0,1,132000000.0,65000000.0,1,2004,0,False,False,False,False,False,False,False,True,12,False,False,False,True,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False,0.0,1813271058.4,64.53950143811011,26100000.0,0.20249221183800623,0.0
87.0,1,48600000.0,45000000.0,1,2004,0,True,False,False,False,False,False,False,False,12,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,368700000.0,36300000.0,73.0,40035497.5,0.14018691588785046,0.0
125.0,1,362900000.0,110000000.0,1,2004,0,False,False,False,False,False,False,False,True,12,False,False,True,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,False,450700000.0,7003607041.8,65.5,16950000.0,0.3426791277258567,450700000.0
143.0,1,154600000.0,75000000.0,1,2004,0,False,True,False,False,False,False,False,False,12,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,False,336600000.0,838944560.2,58.0,9200000.0,0.2336448598130841,0.0
103.0,1,211500000.0,141000000.0,1,2004,0,False,False,True,False,False,False,False,False,12,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,False,288000000.0,3806900130.8,66.0,40070995.0,0.3389423076923077,0.0
170.0,1,213700000.0,110000000.0,1,2004,0,False,True,False,False,False,False,False,False,12,False,False,True,False,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,193800000.0,39880000.0,80.2,13700000.0,0.2644230769230769,0.0
96.0,0,17300000.0,12500000.0,1,2005,0,False,True,False,False,False,False,False,False,1,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0.0,441513987.8,64.53950143811011,17000000.0,0.45454545454545453,0.0
136.0,0,76700000.0,30000000.0,1,2005,0,False,False,True,False,False,False,False,False,1,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,131699999.99999999,1823769023.6,55.0,7200000.0,0.35714285714285715,0.0
97.0,1,57000000.0,54000000.0,1,2005,0,True,False,False,False,False,False,False,False,1,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,189200000.0,620226692.0,60.333333333333336,70700000.0,0.6428571428571429,0.0
109.0,1,35300000.0,30000000.0,1,2005,0,False,True,False,False,False,False,False,False,1,False,False,False,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False,0.0,2631123746.0,64.53950143811011,70650000.0,0.2691790040376851,0.0
86.0,0,127400000.0,8000000.0,1,2005,0,False,False,False,False,False,False,True,False,1,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,64.53950143811011,2644992.5,0.07178106774338268,0.0
112.0,0,1126258.0,1500000.0,1,2005,0,False,True,False,False,False,False,False,False,1,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,811299.0,989584.6,61.0,7200000.0,0.013458950201884253,0.0
103.0,0,21100000.0,28500000.0,1,2005,0,False,False,False,False,False,False,False,True,1,False,False,False,True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,1662871604.8,64.53950143811011,68500000.0,0.2557200538358008,0.0
81.0,0,11200000.0,1500000.0,1,2005,0,False,True,False,False,False,False,False,False,1,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,718490.0,1308145656.6,75.0,7200000.0,0.013458950201884253,0.0
117.0,0,28200000.0,12000000.0,1,2005,0,False,False,False,False,False,False,False,True,1,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,14900000.0,2211736410.2,52.666666666666664,17100000.0,0.10767160161507403,0.0
95.0,1,2140000.0,3000000.0,1,2005,0,False,False,False,True,False,False,False,False,1,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0.0,3335418198.8,64.53950143811011,17200000.0,0.026917900403768506,0.0
106.0,0,3400000.0,1000000.0,1,2005,0,False,False,False,True,False,False,False,False,1,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0.0,311019112.4,64.53950143811011,17100000.0,0.0136986301369863,0.0
86.0,1,53457.0,13000000.0,1,2005,0,False,True,False,False,False,False,False,False,1,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,3670703519.4,64.53950143811011,7200000.0,0.1780821917808219,0.0
106.0,1,33500000.0,14000000.0,1,2005,0,True,False,False,False,False,False,False,False,1,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,154900000.0,447834308.40000004,56.4,41150000.0,0.1917808219178082,0.0
96.0,1,12700000.0,20000000.0,1,2005,0,False,True,False,False,False,False,False,False,1,False,False,False,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,13800000.0,758442056.8,11.0,26350000.0,0.273972602739726,0.0
104.0,0,64253.0,13000000.0,1,2005,0,False,True,False,False,False,False,False,False,2,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,60176884.8,64.53950143811011,7200000.0,0.11504424778761062,0.0
82.0,1,26700000.0,20000000.0,0,2005,0,False,True,False,False,False,False,False,False,2,False,False,False,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0.0,3487985727.2,64.53950143811011,70600000.0,0.17699115044247787,0.0
90.0,1,47200000.0,15000000.0,1,2005,0,False,False,False,False,False,True,False,False,2,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,14308132.0,552894789.4,64.0,22400000.0,0.13274336283185842,0.0
121.0,1,230900000.0,85000000.0,1,2005,0,False,False,False,False,False,False,False,True,2,False,False,False,True,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,3804938936.8,64.53950143811011,29300000.0,0.5074626865671642,0.0
118.0,0,371600000.0,62500000.0,1,2005,0,False,False,False,True,False,False,False,False,2,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,180600000.0,3392588300.0,70.0,22450000.0,0.373134328358209,0.0
68.0,1,52900000.0,20000000.0,1,2005,0,False,False,False,False,False,False,True,False,2,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,False,0.0,0.0,64.53950143811011,41000000.0,0.11940298507462686,0.0
103.0,0,15200000.0,1000000.0,1,2005,0,False,True,False,False,False,False,False,False,2,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,0.0,813519787.8,64.53950143811011,17000000.0,0.010752688172043012,0.0
94.0,1,59900000.0,92000000.0,1,2005,0,False,False,False,False,False,False,False,True,2,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,200700000.0,96402820.8,32.0,17000000.0,0.989247311827957,351600000.0
97.0,0,27350000.0,95000000.0,1,2005,0,False,True,False,False,False,False,False,False,2,False,False,False,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,173000000.0,388282655.2,56.666666666666664,68550000.0,0.6761565836298933,0.0
116.0,1,50700000.0,5500000.0,1,2005,0,False,True,False,False,False,False,False,False,2,False,False,True,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0.0,11160000.0,64.53950143811011,17000000.0,0.03914590747330961,0.0
100.0,0,21600000.0,40000000.0,1,2005,0,False,False,False,True,False,False,False,False,2,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,320700000.0,38400000.0,54.375,17100000.0,0.2846975088967972,0.0
95.0,0,198600000.0,56000000.0,1,2005,0,False,False,False,False,False,False,True,False,3,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,164700000.0,725360000.0,62.0,41150000.0,0.28354430379746837,0.0
90.0,0,262500000.0,77500000.0,1,2005,0,True,False,False,False,False,False,False,False,3,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,383200000.0,4246074719.4,82.0,41300000.0,0.3924050632911392,0.0
116.0,1,251495.0,30000000.0,1,2005,0,False,False,False,False,False,False,False,True,3,False,False,False,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6300000.0,356386002.6,64.25,26600000.0,0.2857142857142857,0.0
97.0,0,25700000.0,25000000.0,1,2005,0,False,False,False,False,False,False,True,False,3,True,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,6586341.0,194880000.0,76.0,41350000.0,0.23809523809523808,0.0
115.0,1,101300000.0,45000000.0,1,2005,0,False,False,False,False,False,False,False,True,3,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,190300000.0,2607806470.4,42.0,17200000.0,0.391304347826087,212700000.0
105.0,1,103100000.0,35000000.0,1,2005,0,False,False,False,True,False,False,False,False,3,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,66000000.0,70919377.0,57.0,17200000.0,0.30434782608695654,0.0
76.0,0,61700000.0,35000000.0,1,2005,0,False,True,False,False,False,False,False,False,3,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,False,0.0,3228634449.2,64.53950143811011,41300000.0,0.30434782608695654,0.0
124.0,1,158700000.0,40000000.0,1,2005,0,False,True,False,False,False,False,False,False,3,False,False,False,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False,197000000.0,1161635627.6,62.5,66500000.0,0.6153846153846154,0.0
124.0,1,119200000.0,160000000.0,1,2005,0,False,False,True,False,False,False,False,False,4,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,0.0,1148720730.4,64.53950143811011,61950000.0,0.5925925925925926,0.0
128.0,0,162900000.0,80000000.0,1,2005,0,False,True,False,False,False,False,False,False,4,False,False,True,False,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,270200000.0,2078550833.4,52.25,36850000.0,0.2962962962962963,0.0
104.0,1,50500000.0,30000000.0,1,2005,0,True,False,False,False,False,False,False,False,4,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,247300000.0,993182619.2,58.25,22500000.0,0.1111111111111111,0.0
94.0,1,1691706.0,2000000.0,1,2005,0,False,True,False,False,False,False,False,False,4,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,0.0,2106838.0,64.53950143811011,12600000.0,0.09523809523809523,2106838.0
89.0,1,107500000.0,19000000.0,1,2005,0,False,True,False,False,False,False,False,False,4,False,False,False,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,375502559.0,64.53950143811011,26600000.0,0.9047619047619048,0.0
107.0,0,42800000.0,30000000.0,1,2005,0,False,False,False,False,False,False,True,False,4,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,93400000.0,436916769.2,75.0,22650000.0,0.5172413793103449,0.0
95.0,0,4143652.0,15000000.0,1,2005,0,False,False,False,False,False,False,False,True,4,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0.0,563700000.0,64.53950143811011,17250000.0,0.25862068965517243,0.0
107.0,1,269755.0,13000000.0,1,2005,0,False,True,False,False,False,False,False,False,4,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,68300000.0,83420000.0,61.5,7200000.0,0.22413793103448276,0.0
109.0,1,104500000.0,47500000.0,1,2005,0,False,False,False,False,False,False,True,False,4,False,True,False,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0.0,112790303.4,64.53950143811011,67900000.0,0.1934826883910387,0.0
101.0,1,71100000.0,113000000.0,1,2005,0,False,False,False,True,False,False,False,False,4,False,False,True,False,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,431900000.0,1866298982.6,50.75,68550000.0,0.46028513238289204,277400000.0
113.0,1,70100000.0,40000000.0,1,2005,0,False,False,False,False,False,False,False,True,4,False,False,False,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,128740000.0,64.53950143811011,27137062.0,0.1629327902240326,0.0
95.0,0,56100000.0,45000000.0,1,2005,0,False,False,False,False,False,True,False,False,5,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,232700000.0,1054071325.8,71.0,17200000.0,0.18329938900203666,0.0
144.0,0,218100000.0,130000000.0,1,2005,0,True,False,False,False,False,False,False,False,5,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False,465400000.0,1507623926.6,70.125,14000000.0,0.7514450867052023,0.0
101.0,0,154700000.0,43000000.0,1,2005,0,False,False,False,False,False,False,False,True,5,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,141800000.0,757320000.0,59.5,22800000.0,0.24855491329479767,0.0
100.0,1,144100000.0,50000000.0,1,2005,0,False,False,False,False,False,False,True,False,5,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,97446.0,1369797364.2,56.0,41350000.0,0.22371364653243847,0.0
124.0,0,85300000.0,15000000.0,1,2005,0,False,True,False,False,False,False,False,False,5,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,37500000.0,866041291.2,63.69230769230769,7200000.0,0.06711409395973154,0.0
80.0,0,3344431.0,30000000.0,1,2005,0,True,False,False,False,False,False,False,False,5,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,4400000.0,0.0,38.0,70600000.0,0.1342281879194631,0.0
106.0,0,9400000.0,500000.0,1,2005,0,False,False,True,False,False,False,False,False,5,False,True,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,64.53950143811011,2789985.0,0.0022371364653243847,0.0
103.0,1,15800000.0,15000000.0,1,2005,0,False,False,False,False,False,False,False,True,5,False,False,False,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0.0,1266390214.8,64.53950143811011,37100000.0,0.06711409395973154,0.0
140.0,0,868400000.0,113000000.0,1,2005,0,True,False,False,False,False,False,False,False,5,False,False,True,False,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,1026999999.9999999,7902229023.6,57.0,68500000.0,0.5055928411633109,0.0
86.0,0,556600000.0,75000000.0,1,2005,0,False,True,False,False,False,False,False,False,5,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,False,171800000.0,1710131472.4,52.0,41400000.0,0.45454545454545453,0.0
113.0,1,191500000.0,90000000.0,1,2005,0,False,False,True,False,False,False,False,False,5,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,198500000.0,2060262014.0,60.666666666666664,17250000.0,0.5454545454545454,0.0
140.0,1,373700000.0,150000000.0,1,2005,0,False,False,False,False,False,False,False,True,5,False,False,True,False,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,False,113800000.0,3552457025.8,85.5,68550000.0,0.4437869822485207,0.0
119.0,1,42000000.0,25000000.0,1,2005,0,False,False,False,False,False,False,False,True,6,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,11500000.0,42269264.0,43.5,17300000.0,0.07396449704142012,0.0
120.0,0,487300000.0,110000000.0,1,2005,0,True,False,False,False,False,False,False,False,6,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,False,214000000.0,3440184166.4,86.66666666666667,70600000.0,0.8148148148148148,0.0
90.0,1,13200000.0,25000000.0,1,2005,0,False,False,True,False,False,False,False,False,6,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,62300000.0,571210458.6,52.5,17400000.0,0.18518518518518517,0.0
101.0,0,19800000.0,10000000.0,1,2005,0,False,False,False,False,False,True,False,False,6,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,70100000.0,237160000.0,53.0,23400000.0,0.37037037037037035,0.0
97.0,0,46800000.0,17000000.0,1,2005,0,False,False,False,False,False,True,False,False,6,False,False,False,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10600000.0,1390805913.4,41.0,27674124.0,0.6296296296296297,0.0
103.0,0,17500000.0,33100000.0,1,2005,0,True,False,False,False,False,False,False,False,7,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,176100000.0,202710631.0,50.0,42200000.0,1.0,0.0
119.0,0,288500000.0,40000000.0,1,2005,0,False,False,False,False,False,False,False,True,7,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,88300000.0,1870018920.4,61.0,17300000.0,0.10968670734215397,0.0
105.0,1,46950000.0,65925000.0,1,2005,0,False,False,False,False,False,False,True,False,7,False,False,True,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,57700000.0,1901617367.2,92.0,36850000.0,0.18077740453828753,0.0
106.0,1,333500000.0,93750000.0,1,2005,0,True,False,False,False,False,False,False,False,7,False,False,True,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,False,77000000.0,271840000.0,52.5,70650000.0,0.25707822033317335,0.0
115.0,1,475800000.0,150000000.0,1,2005,0,False,False,False,False,False,False,False,True,7,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,False,362200000.0,2313916266.0,71.57142857142857,41400000.0,0.4113251525330774,0.0
114.0,1,34300000.0,35000000.0,1,2005,0,False,False,True,False,False,False,False,False,7,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,131300000.00000001,1192910878.8,76.875,17400000.0,0.20491803278688525,0.0
109.0,1,20900000.0,7000000.0,1,2005,0,False,True,False,False,False,False,False,False,7,False,False,False,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,16800000.0,34813892.4,65.0,28700000.0,0.040983606557377046,16800000.0
136.0,0,162900000.0,126000000.0,1,2005,0,False,True,False,False,False,False,False,False,7,False,False,True,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,553700000.0,4738838101.2,76.0,70700000.0,0.7377049180327869,0.0
98.0,1,58400000.0,30000000.0,1,2005,0,False,False,False,False,False,False,False,True,7,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,0.0,1887124410.4,64.53950143811011,23400000.0,0.12345679012345678,0.0
100.0,0,86400000.0,35000000.0,1,2005,0,False,False,False,False,False,False,True,False,7,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,92900000.0,1086549164.2,36.0,37100000.0,0.1440329218106996,0.0
121.0,0,79300000.0,135000000.0,1,2005,0,False,False,False,True,False,False,False,False,7,False,False,True,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,277400000.0,1364763541.6,58.5,70900000.0,0.5555555555555556,0.0
88.0,1,89100000.0,32000000.0,1,2005,0,False,True,False,False,False,False,False,False,8,False,False,True,False,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,50900000.0,340200000.0,59.0,71100000.0,0.3764705882352941,43900000.0
104.0,1,109800000.0,53000000.0,1,2005,0,False,False,False,False,False,False,False,True,8,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,23200000.0,931680926.4,67.0,17500000.0,0.6235294117647059,0.0
83.0,1,45300000.0,22000000.0,1,2005,0,False,False,False,True,False,False,False,False,8,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0.0,729605981.0,64.53950143811011,17650000.0,0.16666666666666666,92900000.0
109.0,0,92500000.0,30000000.0,1,2005,0,False,False,True,False,False,False,False,False,8,False,False,False,True,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False,236400000.0,1359949352.0,72.85714285714286,12450000.0,0.22727272727272727,0.0
108.0,1,18600000.0,30000000.0,1,2005,0,False,True,False,False,False,False,False,False,8,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,152700000.0,524703480.0,72.5,17800000.0,0.36585365853658536,0.0
85.0,0,96200000.0,26000000.0,1,2005,0,False,True,False,False,False,False,False,False,8,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,173000000.0,1103364750.4,57.42857142857143,7240725.0,0.3170731707317073,0.0
116.0,0,177400000.0,26000000.0,1,2005,0,False,False,False,False,False,True,False,False,8,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,0.0,303376520.8,64.53950143811011,24000000.0,0.3170731707317073,0.0
119.0,1,40400000.0,39000000.0,1,2005,0,False,False,False,False,False,True,False,False,8,False,False,True,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,0.0,24420000.0,64.53950143811011,73400000.0,0.22674418604651161,0.0
118.0,0,105300000.0,84000000.0,1,2005,0,False,True,False,False,False,False,False,False,8,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,168800000.0,3021613305.2,87.33333333333333,31400000.0,0.4883720930232558,0.0
129.0,1,82400000.0,25000000.0,1,2005,0,False,False,False,False,False,True,False,False,8,False,False,False,True,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,30600000.0,711190125.2,97.0,7281450.0,0.07043741635556808,0.0
93.0,0,54600000.0,7000000.0,1,2005,0,False,False,False,False,False,False,False,True,9,False,True,False,False,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,33100000.0,154640000.0,75.0,14050000.0,0.019722476579559063,0.0
101.0,1,11700000.0,80000000.0,1,2005,0,False,False,False,False,False,False,False,True,9,False,False,True,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,212000000.0,1151129814.0,40.0,70950000.0,0.22539973233781785,0.0
134.0,1,178000000.0,14000000.0,1,2005,0,False,True,False,False,False,False,False,False,9,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,245400000.0,1388974045.0,74.33333333333333,24000000.0,0.039444953159118126,0.0
114.0,1,49900000.0,7000000.0,1,2005,0,False,False,False,True,False,False,False,False,9,False,False,False,True,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,0.0,928649830.8,64.53950143811011,13750000.0,0.019722476579559063,0.0
95.0,0,5600000.0,25000000.0,1,2005,0,False,True,False,False,False,False,False,False,9,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,0.0,158460000.0,64.53950143811011,17650000.0,0.07043741635556808,0.0
129.0,1,3900000.0,13000000.0,1,2005,0,False,True,False,False,False,False,False,False,9,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,223700000.0,2916508565.8,70.0,17500000.0,0.0366274565048954,0.0
112.0,0,37700000.0,65925000.0,1,2005,0,False,False,False,False,False,False,True,False,9,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,152700000.0,1893008533.6000001,71.0,24000000.0,0.18574346692963303,0.0
119.0,0,52000000.0,45000000.0,1,2005,0,False,False,True,False,False,False,False,False,9,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,273600000.0,3713071084.2,79.0,17300000.0,0.12678734944002254,0.0
85.0,1,192600000.0,30000000.0,1,2005,0,False,True,False,False,False,False,False,False,9,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,False,0.0,634876266.0,64.53950143811011,42200000.0,0.0845248996266817,0.0
77.0,1,118100000.0,40000000.0,1,2005,0,False,False,False,False,False,False,False,True,9,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,False,0.0,2034496266.0,64.53950143811011,43000000.0,0.16398483140309522,0.0
104.0,1,11700000.0,65925000.0,1,2005,0,False,False,False,False,False,False,True,False,9,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,0.0,1446437726.2,64.53950143811011,24200000.0,0.2702675002562263,0.0
92.0,1,39300000.0,10000000.0,1,2005,0,False,True,False,False,False,False,False,False,9,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0.0,81240000.0,64.53950143811011,17400000.0,0.040996207850773805,0.0
119.0,0,145200000.0,19000000.0,1,2005,0,False,True,False,False,False,False,False,False,9,False,False,True,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,1230405137.6,64.53950143811011,28700000.0,0.07789279491647022,0.0
116.0,0,6000000.0,2000000.0,1,2005,0,False,True,False,False,False,False,False,False,9,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,0.0,0.0,64.53950143811011,12600000.0,0.008199241570154761,0.0
